 time            v(sh)           v(pre)          v(rst)          v(sen)          v(d)            v(CompOut)      v(AOut)         v(STO+_RCL-)    v(sto-_rcl+)    v(c+)           v(c-)          
 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999997e+00  1.79999938e+00  5.15771430e-03  2.48494660e-07  2.48494675e-07  1.48728490e+00  9.00900217e-01 
 1.00000000e-09  0.00000000e+00  1.80000000e-02  0.00000000e+00  0.00000000e+00  1.79999997e+00  1.79999938e+00  5.15772651e-03  2.53301167e-07  2.53264721e-07  1.48728930e+00  9.00904625e-01 
 2.00000000e-09  0.00000000e+00  3.60000000e-02  0.00000000e+00  0.00000000e+00  1.79999997e+00  1.79999938e+00  5.15773641e-03  2.53782749e-07  2.53710966e-07  1.48729370e+00  9.00909029e-01 
 4.00000000e-09  0.00000000e+00  7.20000000e-02  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999938e+00  5.15775342e-03  2.54039487e-07  2.53895006e-07  1.48730250e+00  9.00917838e-01 
 8.00000000e-09  0.00000000e+00  1.44000000e-01  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999938e+00  5.15778131e-03  2.54164240e-07  2.53911980e-07  1.48732011e+00  9.00935458e-01 
 1.60000000e-08  0.00000000e+00  2.88000000e-01  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999938e+00  5.15783682e-03  2.54307365e-07  2.53961870e-07  1.48735531e+00  9.00970706e-01 
 3.20000000e-08  0.00000000e+00  5.76000000e-01  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999938e+00  5.15795146e-03  2.54270442e-07  2.53877352e-07  1.48742554e+00  9.01041181e-01 
 6.40000000e-08  0.00000000e+00  1.15200000e+00  0.00000000e+00  0.00000000e+00  1.80002594e+00  1.79999931e+00  5.60256215e-03  1.08938631e-05  7.39874887e-06  1.74739501e+00  8.80164413e-01 
 9.44866955e-08  0.00000000e+00  1.70076052e+00  0.00000000e+00  0.00000000e+00  1.79993671e+00  1.79999895e+00  5.66639810e-03 -2.07495131e-05 -2.05471899e-05  1.83293217e+00  5.37566284e-01 
 1.00000000e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79995247e+00  1.79999607e+00  5.67187595e-03  1.89891017e-06  3.67617956e-07  1.80188166e+00  4.93318886e-01 
 1.02025172e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79995866e+00  1.80000055e+00  5.66930466e-03  9.54544878e-07 -1.47116460e-07  1.80113946e+00  4.97373811e-01 
 1.06075516e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79997136e+00  1.80000246e+00  5.66463090e-03  3.93564493e-08 -8.94622927e-07  1.80024063e+00  5.00562489e-01 
 1.14176205e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79998927e+00  1.79999868e+00  5.65064268e-03  3.61435837e-07  8.18941894e-08  1.79996823e+00  4.99713805e-01 
 1.30377582e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000163e+00  1.79999975e+00  5.64985824e-03  1.01594746e-07  2.50856915e-07  1.80001365e+00  5.00206630e-01 
