 time            v(sh)           v(pre)          v(rst)          v(sen)          v(d)            v(CompOut)      v(AOut)         v(STO+_RCL-)    v(sto-_rcl+)    v(c+)           v(c-)          
 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999997e+00  1.79999953e+00  3.58253809e-03  2.48494660e-07  2.48494675e-07  1.48728294e+00  9.00900147e-01 
 1.00000000e-09  0.00000000e+00  1.80000000e-02  0.00000000e+00  0.00000000e+00  1.79999997e+00  1.79999954e+00  3.58256682e-03  2.53296449e-07  2.53272891e-07  1.48728734e+00  9.00904555e-01 
 2.00000000e-09  0.00000000e+00  3.60000000e-02  0.00000000e+00  0.00000000e+00  1.79999997e+00  1.79999954e+00  3.58260129e-03  2.53774218e-07  2.53713400e-07  1.48729174e+00  9.00908959e-01 
 4.00000000e-09  0.00000000e+00  7.20000000e-02  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999954e+00  3.58267103e-03  2.54026230e-07  2.53890304e-07  1.48730054e+00  9.00917768e-01 
 8.00000000e-09  0.00000000e+00  1.44000000e-01  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999954e+00  3.58280842e-03  2.54153360e-07  2.53909512e-07  1.48731814e+00  9.00935388e-01 
 1.60000000e-08  0.00000000e+00  2.88000000e-01  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999954e+00  3.58308303e-03  2.54304778e-07  2.53964016e-07  1.48735333e+00  9.00970636e-01 
 3.20000000e-08  0.00000000e+00  5.76000000e-01  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999954e+00  3.58363444e-03  2.54267998e-07  2.53877714e-07  1.48742353e+00  9.01041111e-01 
 6.40000000e-08  0.00000000e+00  1.15200000e+00  0.00000000e+00  0.00000000e+00  1.80002604e+00  1.80006342e+00  5.52675428e-03  1.08871939e-05  7.39500836e-06  1.74738639e+00  8.80164387e-01 
 9.44866879e-08  0.00000000e+00  1.70076038e+00  0.00000000e+00  0.00000000e+00  1.79993667e+00  1.79993957e+00  5.68572807e-03 -2.07355685e-05 -2.05386011e-05  1.83293707e+00  5.37566301e-01 
 1.00000000e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79995262e+00  1.80003441e+00  5.63693596e-03  1.89391778e-06  3.65206748e-07  1.80188225e+00  4.93318870e-01 
