 time            v(sh)           v(pre)          v(rst)          v(sen)          v(d)            v(CompOut)      v(AOut)         v(STO+_RCL-)    v(sto-_rcl+)    v(c+)           v(c-)          
 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999997e+00  1.79999938e+00  5.11929779e-03  2.48494660e-07  2.48494675e-07  1.48726193e+00  9.00900236e-01 
 1.00000000e-09  0.00000000e+00  1.80000000e-02  0.00000000e+00  0.00000000e+00  1.79999997e+00  1.79999938e+00  5.11931290e-03  2.53300024e-07  2.53276339e-07  1.48726633e+00  9.00904644e-01 
 2.00000000e-09  0.00000000e+00  3.60000000e-02  0.00000000e+00  0.00000000e+00  1.79999997e+00  1.79999939e+00  5.11932655e-03  2.53781399e-07  2.53718458e-07  1.48727073e+00  9.00909048e-01 
 4.00000000e-09  0.00000000e+00  7.20000000e-02  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999939e+00  5.11935131e-03  2.54037922e-07  2.53896587e-07  1.48727953e+00  9.00917858e-01 
 8.00000000e-09  0.00000000e+00  1.44000000e-01  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999939e+00  5.11939498e-03  2.54162899e-07  2.53912170e-07  1.48729714e+00  9.00935477e-01 
 1.60000000e-08  0.00000000e+00  2.88000000e-01  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999939e+00  5.11948213e-03  2.54307320e-07  2.53962233e-07  1.48733234e+00  9.00970725e-01 
 3.20000000e-08  0.00000000e+00  5.76000000e-01  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999939e+00  5.11965968e-03  2.54271063e-07  2.53877902e-07  1.48740257e+00  9.01041200e-01 
 6.40000000e-08  0.00000000e+00  1.15200000e+00  0.00000000e+00  0.00000000e+00  1.80002595e+00  1.80000103e+00  5.60260222e-03  1.08946683e-05  7.39927624e-06  1.74739090e+00  8.80164428e-01 
 9.44867053e-08  0.00000000e+00  1.70076070e+00  0.00000000e+00  0.00000000e+00  1.79993671e+00  1.79999727e+00  5.66633670e-03 -2.07495805e-05 -2.05472042e-05  1.83293463e+00  5.37566255e-01 
 1.00000000e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79995247e+00  1.79999692e+00  5.67184550e-03  1.89790110e-06  3.67331922e-07  1.80188182e+00  4.93318906e-01 
 1.02025169e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79995865e+00  1.80000087e+00  5.66930567e-03  9.53782201e-07 -1.47451146e-07  1.80113956e+00  4.97373817e-01 
 1.06075508e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79997136e+00  1.80000227e+00  5.66460166e-03  3.91685444e-08 -8.94901310e-07  1.80024065e+00  5.00562486e-01 
 1.14176185e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79998926e+00  1.79999883e+00  5.65063633e-03  3.61557808e-07  8.18289429e-08  1.79996822e+00  4.99713807e-01 
 1.30377540e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000163e+00  1.79999961e+00  5.64983334e-03  1.01537175e-07  2.50839468e-07  1.80001365e+00  5.00206629e-01 
 1.60870280e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79999764e+00  1.79999924e+00  5.65179948e-03  3.47362971e-07  3.54056694e-07  1.79999041e+00  4.99826487e-01 
 2.21855760e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000207e+00  1.79999948e+00  5.64931221e-03  1.51486323e-07  2.88979837e-07  1.80000720e+00  5.00159487e-01 
 3.43826721e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79999789e+00  1.79999929e+00  5.65195610e-03  3.31027651e-07  3.18194231e-07  1.79999285e+00  4.99846050e-01 
 4.00000000e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000185e+00  1.79999945e+00  5.64926577e-03  1.66637590e-07  2.68544980e-07  1.80000512e+00  5.00139017e-01 
 4.10000000e-07  0.00000000e+00  1.62000000e+00  0.00000000e+00  0.00000000e+00  1.80000010e+00  1.79999939e+00  5.65060928e-03  2.31619128e-07  2.82088442e-07  1.79999051e+00  5.00001511e-01 
 4.30000000e-07  0.00000000e+00  1.26000000e+00  0.00000000e+00  0.00000000e+00  1.79999980e+00  1.79999938e+00  5.65070946e-03  2.40480689e-07  2.76930338e-07  1.79998376e+00  4.99795098e-01 
 4.70000000e-07  0.00000000e+00  5.40000000e-01  0.00000000e+00  0.00000000e+00  1.79999999e+00  1.79999937e+00  5.65149493e-03  2.67019486e-07  3.06459633e-07  1.80072833e+00  4.99770331e-01 
 5.00000000e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999989e+00  1.79999939e+00  5.65144642e-03  2.09487006e-07  2.43254473e-07  1.80059352e+00  4.99641451e-01 
 5.04238897e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999990e+00  1.79999938e+00  5.65139938e-03  2.42759050e-07  2.76514387e-07  1.80059291e+00  4.99641780e-01 
 5.12716691e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999993e+00  1.79999938e+00  5.65138848e-03  2.43775056e-07  2.77529380e-07  1.80059197e+00  4.99642656e-01 
