 time            v(sh)           v(pre)          v(rst)          v(sen)          v(d)            v(CompOut)      v(AOut)         v(STO+_RCL-)    v(sto-_rcl+)    v(c+)           v(c-)          
 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999997e+00  1.79999957e+00  3.06335081e-03  2.48494660e-07  2.48494675e-07  1.48730775e+00  9.00900249e-01 
 1.00000000e-09  0.00000000e+00  1.80000000e-02  0.00000000e+00  0.00000000e+00  1.79999997e+00  1.79999957e+00  3.06335178e-03  2.53295921e-07  2.53272519e-07  1.48731216e+00  9.00904657e-01 
 2.00000000e-09  0.00000000e+00  3.60000000e-02  0.00000000e+00  0.00000000e+00  1.79999997e+00  1.79999957e+00  3.06335337e-03  2.53773119e-07  2.53712900e-07  1.48731655e+00  9.00909062e-01 
 4.00000000e-09  0.00000000e+00  7.20000000e-02  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999957e+00  3.06335619e-03  2.54025703e-07  2.53890287e-07  1.48732535e+00  9.00917871e-01 
 8.00000000e-09  0.00000000e+00  1.44000000e-01  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999957e+00  3.06335986e-03  2.54156137e-07  2.53911382e-07  1.48734295e+00  9.00935490e-01 
 1.60000000e-08  0.00000000e+00  2.88000000e-01  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999957e+00  3.06336709e-03  2.54307190e-07  2.53964796e-07  1.48737815e+00  9.00970738e-01 
 3.20000000e-08  0.00000000e+00  5.76000000e-01  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999957e+00  3.06338337e-03  2.54267546e-07  2.53877087e-07  1.48744835e+00  9.01041213e-01 
 6.40000000e-08  0.00000000e+00  1.15200000e+00  0.00000000e+00  0.00000000e+00  1.80002584e+00  1.80003097e+00  4.29260841e-03  1.08792893e-05  7.39044750e-06  1.74738325e+00  8.80164489e-01 
 9.44866878e-08  0.00000000e+00  1.70076038e+00  0.00000000e+00  0.00000000e+00  1.79993701e+00  1.79998920e+00  5.09170923e-03 -2.07216326e-05 -2.05298780e-05  1.83293610e+00  5.37566305e-01 
 1.00000000e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79995233e+00  1.79997027e+00  4.87990617e-03  1.88829624e-06  3.60955842e-07  1.80188461e+00  4.93318869e-01 
 1.02025174e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79995863e+00  1.79999380e+00  4.87126429e-03  9.47946313e-07 -1.52249036e-07  1.80114119e+00  4.97373807e-01 
 1.06075523e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79997139e+00  1.80000505e+00  4.86084875e-03  3.82028779e-08 -8.94366140e-07  1.80024108e+00  5.00562492e-01 
 1.14176219e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79998925e+00  1.79999632e+00  4.84633914e-03  3.61185995e-07  8.12433558e-08  1.79996819e+00  4.99713804e-01 
 1.30377613e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000162e+00  1.80000211e+00  4.84652985e-03  1.01715413e-07  2.50682814e-07  1.80001366e+00  5.00206632e-01 
 1.60870334e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79999765e+00  1.79999703e+00  4.84753362e-03  3.47253454e-07  3.54139328e-07  1.79999041e+00  4.99826485e-01 
