 time            v(sh)           v(pre)          v(rst)          v(sen)          v(d)            v(CompOut)      v(AOut)         v(STO+_RCL-)    v(sto-_rcl+)    v(c+)           v(c-)          
 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999997e+00  1.79999957e+00  3.08297678e-03  2.48494660e-07  2.48494675e-07  1.48727775e+00  9.00900294e-01 
 1.00000000e-09  0.00000000e+00  1.80000000e-02  0.00000000e+00  0.00000000e+00  1.79999997e+00  1.79999957e+00  3.08297944e-03  2.53296682e-07  2.53256018e-07  1.48728215e+00  9.00904701e-01 
 2.00000000e-09  0.00000000e+00  3.60000000e-02  0.00000000e+00  0.00000000e+00  1.79999997e+00  1.79999957e+00  3.08298312e-03  2.53774316e-07  2.53701433e-07  1.48728655e+00  9.00909106e-01 
 4.00000000e-09  0.00000000e+00  7.20000000e-02  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999957e+00  3.08299023e-03  2.54027273e-07  2.53887259e-07  1.48729535e+00  9.00917915e-01 
 8.00000000e-09  0.00000000e+00  1.44000000e-01  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999957e+00  3.08300245e-03  2.54156489e-07  2.53910746e-07  1.48731295e+00  9.00935534e-01 
 1.60000000e-08  0.00000000e+00  2.88000000e-01  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999957e+00  3.08302668e-03  2.54305906e-07  2.53963271e-07  1.48734815e+00  9.00970782e-01 
 3.20000000e-08  0.00000000e+00  5.76000000e-01  0.00000000e+00  0.00000000e+00  1.79999998e+00  1.79999957e+00  3.08307743e-03  2.54268375e-07  2.53877624e-07  1.48741835e+00  9.01041257e-01 
 6.40000000e-08  0.00000000e+00  1.15200000e+00  0.00000000e+00  0.00000000e+00  1.80002592e+00  1.80004873e+00  4.79448350e-03  1.08812338e-05  7.39146531e-06  1.74737837e+00  8.80164520e-01 
 9.44866950e-08  0.00000000e+00  1.70076051e+00  0.00000000e+00  0.00000000e+00  1.79993691e+00  1.79996682e+00  5.42468658e-03 -2.07234943e-05 -2.05309390e-05  1.83294003e+00  5.37566285e-01 
 1.00000000e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79995244e+00  1.79999483e+00  5.26496264e-03  1.88804132e-06  3.60779474e-07  1.80188391e+00  4.93318884e-01 
 1.02025172e-07  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.79995864e+00  1.79999907e+00  5.27010818e-03  9.47570718e-07 -1.52516591e-07  1.80114070e+00  4.97373811e-01 
